Category,Availability,TemplateName,DisplayNameKey,DisplayNameEnglish,FlavorKey,FlavorEnglish,DescriptionKey,DescriptionEnglish,Tags,AbstractTypes,ActionTypes,SkillGraphGuids,SkillGraphPaths,AddValue,Duration,AddValueTimesDuration,StatEnums,AssetPath
food,normal,ItemTemplate_Cooking_Custom_CheeseBun,item_craftingresults_cooking_CheeseBun,Cheese Bun,Template/flavor_locString_2543871262668956605_5e7e1c59660c0834e8b03b12f891685b,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.0,60.0,60.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Dish/ItemTemplate_Cooking_Custom_CheeseBun.prefab
food,normal,ItemTemplate_Cooking_Custom_CheesePie,item_craftingresults_cooking_CheesePie,Cheese Pie,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.0,60.0,60.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Pie/ItemTemplate_Cooking_Custom_CheesePie.prefab
food,normal,ItemTemplate_Cooking_Custom_CottagePie,item_craftingresults_cooking_CottagePie,Cottage Pie,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.5,60.0,90.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Pie/ItemTemplate_Cooking_Custom_CottagePie.prefab
food,normal,ItemTemplate_Cooking_Custom_CoughSyrup,item_craftingresults_cooking_CoughSyrup,Cough Syrup,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.399999976158142,60.0,83.99999856948853,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Custom/ItemTemplate_Cooking_Custom_CoughSyrup.prefab
food,normal,ItemTemplate_Cooking_Custom_Custard,item_craftingresults_cooking_Custard,Custard,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.399999976158142,60.0,83.99999856948853,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Pie/ItemTemplate_Cooking_Custom_Custard.prefab
food,normal,ItemTemplate_Cooking_Custom_DamnGoodFish,item_craftingresults_cooking_DamnGoodFish,Damn Good Fish,,,Template/description_locString_2543871262668956605_5e3f4ac26a2b7374fbf156a94c6a10b4,"Restores [HealValue_0] health over [DurationCalculated_0]s.
Increases [StatEnum_1] by [AddValueCalculated_1] for [Duration_1]s.",item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | 7191459edbd5a2f4d8d9c324f5f105ad | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_StatIncreaseForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.399999976158142 | 15.0,60.0 | 60.0,83.99999856948853 | 900.0,HealthRegen | MaxHealth,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Dish/ItemTemplate_Cooking_Custom_DamnGoodFish.prefab
food,normal,ItemTemplate_Cooking_Custom_FishermansBreath,item_craftingresults_cooking_FishermansBreath,Fishermans Breath,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.399999976158142,60.0,83.99999856948853,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Dish/ItemTemplate_Cooking_Custom_FishermansBreath.prefab
food,normal,ItemTemplate_Cooking_Custom_FishSoup,item_craftingresults_cooking_FishSoup,Fish Soup,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.7999999523162842,60.0,107.99999713897705,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Bowl/ItemTemplate_Cooking_Custom_FishSoup.prefab
food,normal,ItemTemplate_Cooking_Custom_FriedCheese,item_craftingresults_cooking_FriedCheese,Fried Cheese,Template/flavor_locString_2543871262668956605_d244af69749dc8d4ea3e8a69de965c3d,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.5,60.0,90.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Dish/ItemTemplate_Cooking_Custom_FriedCheese.prefab
food,normal,ItemTemplate_Cooking_Custom_FriedFish,item_craftingresults_cooking_FriedFish,Fried Fish,Template/flavor_locString_2543871262668956605_a369d5ba18ee3bd47962716b0af82b1d,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,0.8999999761581421,60.0,53.999998569488525,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Dish/ItemTemplate_Cooking_Custom_FriedFish.prefab
food,normal,ItemTemplate_Cooking_Custom_FriedPotatoesAndOnions,item_craftingresults_cooking_FriedPotatoesAndOnions,Fried Potatoes And Onions,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.0,60.0,60.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Bowl/ItemTemplate_Cooking_Custom_FriedPotatoesAndOnions.prefab
food,normal,ItemTemplate_Cooking_Custom_GrandmasPowermilk,item_craftingresults_alchemy_GrandmasPowermilk,Grandma's Powermilk,,,NameSkill_Consumable_FoodHealAndIncreaseForDurationDesc ,"Increases [StatEnum] by [AddValueCalculated] for [DurationCalculated_0]s.
Restores [HealValue_1] health over [DurationCalculated_1]s.",item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | 1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,5.0 | 0.8999999761581421,10.0 | 60.0,50.0 | 53.999998569488525,StaminaRegen | HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Custom/ItemTemplate_Cooking_Custom_GrandmasPowermilk.prefab
food,normal,ItemTemplate_Cooking_Custom_GrandmasSecret,item_craftingresults_cooking_GrandmasSecret,Grandma's Secret,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,3.0,60.0,180.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Bowl/ItemTemplate_Cooking_Custom_GrandmasSecret.prefab
food,normal,ItemTemplate_Cooking_Custom_HeartyOmelet,item_craftingresults_cooking_HeartyOmelet,Hearty Omelet,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.5,60.0,90.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Dish/ItemTemplate_Cooking_Custom_HeartyOmelet.prefab
food,normal,ItemTemplate_Cooking_Custom_HoneyedApples,item_craftingresults_cooking_HoneyedApples,Honeyed Apples,,,NameSkill_Consumable_FoodHealForDurationDesc,Restores [HealValue] health over [DurationCalculated]s.,item:dish | item:edible,Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Foodstuff.prefab | Assets/Data/Templates/Items/ItemTemplates/AbstractTypes/Consumable/Partial/Abstract_ItemTemplate_Consumable.prefab,Eat,1c2da8428b5a74142b93ed84593676a9 | d6b5b990cd4a1064ab940dda37b9b2c0,Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_ApplyStatus_FoodHealForDuration.prefab | Assets/Data/Templates/SkillGraphs/Consumable/Prefabs/Consumable_Overeat.prefab,1.0,60.0,60.0,HealthRegen,Assets/Data/Templates/Items/ItemTemplates/CraftingResults/Cooking/Custom/Bowl/ItemTemplate_Cooking_Custom_HoneyedApples.prefab
